                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                0.61342,                 1.1181,                0.42057,                   0.91,                0.73983,                0.75008,                0.74635,                0.55878,                0.76091,                0.74363,                0.75682,                0.49424,                0.83202,                 1.5577,                0.72279,                 1.0725,              0.0007075,              0.0007075,              0.0007075
                    104,                 0.6323,                 1.1701,                0.43817,                0.92115,                0.76984,                0.72449,                0.73346,                0.53442,                0.77952,                0.74417,                 0.7455,                0.48205,                0.82329,                 1.5589,                0.70992,                 1.0669,             0.00070042,             0.00070042,             0.00070042
                    105,                 0.6437,                  1.167,                0.43649,                 0.9184,                0.75524,                0.71478,                0.73295,                0.53468,                 0.7644,                0.72165,                0.73513,                0.47288,                0.83311,                 1.5448,                 0.6901,                  1.071,             0.00069335,             0.00069335,             0.00069335
                    106,                0.61909,                   1.12,                0.42357,                0.91696,                0.72821,                0.69993,                0.72501,                  0.535,                0.74411,                0.71471,                0.73448,                0.47084,                0.84273,                 1.5854,                0.71403,                  1.081,             0.00068628,             0.00068628,             0.00068628
                    107,                 0.6126,                 1.1261,                0.42292,                0.91069,                0.74513,                0.73961,                0.72659,                0.54126,                0.76325,                0.71872,                0.73493,                0.47734,                0.82395,                 1.6242,                0.66994,                 1.0584,              0.0006792,              0.0006792,              0.0006792
                    108,                0.61232,                  1.104,                0.41575,                0.91233,                0.72638,                0.73761,                0.72573,                0.53084,                0.73438,                0.74613,                0.73908,                0.47877,                 0.8451,                 1.5903,                0.74989,                 1.0817,             0.00067213,             0.00067213,             0.00067213
                    109,                0.61782,                 1.1249,                0.43058,                0.91067,                0.72223,                0.72576,                0.71295,                0.52691,                0.72941,                 0.7302,                0.72107,                 0.4623,                0.82791,                  1.555,                0.70993,                 1.0536,             0.00066506,             0.00066506,             0.00066506
                    110,                0.62795,                 1.1608,                0.42762,                0.91256,                0.75163,                0.69938,                0.73633,                0.54703,                0.79112,                0.68293,                0.74738,                0.48823,                0.83563,                 1.5564,                 0.7635,                 1.0603,             0.00065798,             0.00065798,             0.00065798
                    111,                 0.6131,                 1.1337,                0.42533,                 0.9054,                0.72882,                0.74088,                0.70418,                0.52282,                0.76002,                0.75067,                0.72334,                0.46939,                0.82704,                 1.5162,                0.69232,                 1.0721,             0.00065091,             0.00065091,             0.00065091
                    112,                0.61072,                 1.1067,                0.42365,                0.90635,                0.72427,                0.71766,                0.72683,                0.54191,                 0.7493,                0.73807,                0.74707,                0.48731,                0.83744,                 1.6245,                0.69899,                 1.0784,             0.00064384,             0.00064384,             0.00064384
                    113,                0.60641,                 1.1249,                0.41987,                0.90662,                0.76881,                0.69236,                0.71729,                0.53546,                0.78259,                0.70548,                0.73407,                0.47756,                0.82288,                 1.5332,                0.71821,                  1.083,             0.00063676,             0.00063676,             0.00063676
                    114,                0.60199,                 1.1037,                0.41738,                0.90381,                0.75303,                0.70615,                0.73035,                0.53567,                0.76477,                0.71728,                0.74003,                0.48101,                0.83503,                 1.5492,                0.66927,                 1.0903,             0.00062969,             0.00062969,             0.00062969
                    115,                0.60288,                 1.1153,                0.41864,                0.90976,                0.73932,                 0.7303,                0.73091,                0.53468,                0.75579,                 0.7383,                0.74394,                0.49146,                0.83449,                 1.6201,                0.70934,                 1.0808,             0.00062262,             0.00062262,             0.00062262
                    116,                0.61004,                  1.103,                0.41194,                 0.9045,                0.78929,                0.68642,                0.72129,                0.53067,                0.79929,                0.69537,                0.73135,                0.48478,                0.84192,                 1.5526,                0.72541,                 1.0811,             0.00061554,             0.00061554,             0.00061554
                    117,                0.60561,                  1.103,                0.41421,                0.90477,                0.74704,                0.74796,                0.73758,                0.53581,                0.76325,                0.76439,                0.75958,                0.49945,                0.82671,                 1.5419,                0.70973,                 1.0625,             0.00060847,             0.00060847,             0.00060847
                    118,                0.60526,                 1.1188,                0.41906,                0.90664,                0.76171,                0.74359,                0.73997,                0.53655,                0.76819,                0.75115,                0.75295,                0.48903,                0.82657,                  1.545,                0.72051,                 1.0759,             0.00060139,             0.00060139,             0.00060139
                    119,                0.59652,                 1.1014,                0.39767,                0.89836,                0.73789,                0.70739,                0.72908,                0.54533,                  0.784,                0.72607,                0.75639,                0.49193,                0.84365,                 1.5787,                0.72248,                 1.0948,             0.00059432,             0.00059432,             0.00059432
                    120,                0.60295,                 1.1062,                0.40718,                0.90159,                0.72346,                0.73946,                0.72819,                0.54102,                0.73836,                0.75343,                0.74644,                0.48692,                0.82138,                 1.5559,                 0.6961,                 1.0729,             0.00058725,             0.00058725,             0.00058725
                    121,                0.58637,                 1.0862,                0.40211,                0.89812,                0.72824,                0.72978,                0.71689,                0.54298,                0.75436,                0.73362,                0.74114,                0.47825,                0.80685,                 1.5896,                0.74213,                  1.053,             0.00058017,             0.00058017,             0.00058017
                    122,                0.61004,                  1.101,                0.40678,                0.90095,                0.74849,                0.72407,                0.73972,                0.54712,                0.75278,                0.72804,                0.74531,                0.48789,                0.81941,                 1.5888,                0.69546,                 1.0794,              0.0005731,              0.0005731,              0.0005731
                    123,                0.58543,                 1.0831,                0.39823,                0.89151,                0.73617,                0.74413,                0.73389,                0.53772,                0.74051,                0.74877,                0.73779,                0.48501,                0.81107,                 1.5772,                0.73262,                 1.0616,             0.00056603,             0.00056603,             0.00056603
                    124,                0.59757,                 1.0795,                0.40322,                0.90175,                0.73022,                0.72385,                0.72451,                0.53834,                0.73573,                0.72846,                0.73213,                0.48446,                0.83131,                 1.6082,                0.75335,                 1.0874,             0.00055895,             0.00055895,             0.00055895
