                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     93,               0.021865,               0.025068,               0.062371,              0.0012895,                0.77271,                0.75026,                0.73331,                 0.5164,                0.76872,                0.74567,                0.72987,                0.45416,               0.026537,               0.033913,               0.068593,              0.0037576,               0.005446,               0.005446,               0.005446
                     94,               0.021158,               0.024697,               0.061385,              0.0012303,                0.73953,                0.71152,                0.72011,                0.51977,                0.75487,                0.71058,                 0.7269,                0.45975,               0.027237,               0.033535,               0.070629,              0.0039722,              0.0053965,              0.0053965,              0.0053965
                     95,               0.021567,               0.024754,               0.060716,              0.0013742,                0.79494,                0.70927,                0.73464,                0.51892,                0.79503,                0.70281,                0.73156,                0.46231,               0.026389,                0.03273,               0.067163,              0.0037507,               0.005347,               0.005347,               0.005347
                     96,               0.021353,               0.024341,               0.062333,              0.0013831,                0.74187,                0.75331,                0.72459,                0.51439,                0.76532,                0.74416,                0.74251,                0.46101,               0.027265,               0.033798,               0.070826,              0.0039034,              0.0052975,              0.0052975,              0.0052975
                     97,               0.021374,               0.024536,               0.061442,              0.0012539,                 0.7118,                0.75021,                0.72963,                0.51594,                0.74065,                0.72907,                 0.7371,                 0.4555,                0.02614,               0.033734,               0.067918,              0.0035952,               0.005248,               0.005248,               0.005248
                     98,                0.02121,               0.024586,                0.05837,              0.0012275,                0.73838,                0.73862,                0.72778,                0.51961,                 0.7206,                0.71978,                0.71445,                0.45353,               0.026235,               0.033217,               0.067865,              0.0033092,              0.0051985,              0.0051985,              0.0051985
                     99,                0.02134,               0.024366,               0.060301,              0.0013731,                0.73992,                0.74643,                0.72713,                0.52222,                 0.7293,                 0.7353,                  0.719,                0.46667,               0.026508,               0.032603,               0.068421,              0.0034856,               0.005149,               0.005149,               0.005149
                    100,                0.02115,               0.024701,                0.05986,              0.0013988,                0.74033,                0.72952,                0.72555,                0.52482,                0.74211,                0.73092,                0.72444,                0.46566,               0.026208,               0.032647,               0.067587,              0.0034895,              0.0050995,              0.0050995,              0.0050995
                    101,               0.021137,               0.024338,               0.059911,              0.0013543,                0.75476,                0.71745,                0.73579,                0.52875,                0.76322,                0.72349,                0.74101,                0.47936,               0.026191,               0.032632,               0.068693,              0.0036575,                0.00505,                0.00505,                0.00505
                    102,               0.020299,               0.024094,                 0.0603,              0.0012084,                0.76517,                 0.7449,                0.74494,                0.52393,                0.77173,                0.75086,                0.75701,                0.48083,               0.026376,               0.033194,               0.069506,              0.0036907,              0.0050005,              0.0050005,              0.0050005
                    103,               0.020918,               0.024701,               0.060237,              0.0013015,                0.73285,                0.71619,                0.72661,                0.52571,                0.78082,                0.68942,                0.73531,                0.46042,               0.026689,               0.032822,               0.069036,              0.0038067,               0.004951,               0.004951,               0.004951
                    104,               0.020496,               0.024175,               0.058296,              0.0012489,                0.74117,                0.73469,                0.72149,                0.51978,                0.74291,                0.73612,                0.72222,                0.46511,               0.025808,               0.032529,               0.066918,              0.0037754,              0.0049015,              0.0049015,              0.0049015
                    105,               0.020142,               0.024101,               0.057968,              0.0012539,                 0.7395,                0.75525,                0.74674,                0.52694,                0.74688,                0.76122,                0.74329,                0.46542,               0.026896,               0.033079,               0.070929,               0.003788,               0.004852,               0.004852,               0.004852
                    106,               0.020174,               0.023844,               0.058729,              0.0011411,                0.78944,                0.71806,                0.73127,                0.51993,                0.80423,                0.72833,                0.74448,                 0.4751,               0.027085,               0.033422,               0.070857,              0.0037525,              0.0048025,              0.0048025,              0.0048025
                    107,               0.020048,               0.023974,               0.057915,              0.0010671,                0.76058,                0.72266,                  0.728,                0.51402,                0.76636,                0.71533,                 0.7292,                0.45552,               0.026488,               0.033364,               0.071884,              0.0039655,               0.004753,               0.004753,               0.004753
                    108,               0.020532,               0.024079,               0.058187,              0.0011619,                0.75005,                0.71165,                0.73048,                0.51947,                0.75474,                0.71613,                0.73432,                0.46179,               0.026026,               0.032952,               0.070039,              0.0036338,              0.0047035,              0.0047035,              0.0047035
                    109,               0.020435,               0.023789,                0.05851,              0.0010924,                0.78253,                0.69764,                0.74482,                 0.5307,                0.76771,                0.72702,                0.75756,                0.47069,               0.026431,               0.032827,               0.069997,              0.0036859,               0.004654,               0.004654,               0.004654
                    110,               0.019599,               0.024031,               0.057496,              0.0010748,                0.75614,                0.68979,                0.72326,                0.51416,                0.79037,                0.69632,                0.73877,                0.45171,               0.027148,               0.033606,               0.070878,              0.0037258,              0.0046045,              0.0046045,              0.0046045
                    111,               0.020189,               0.023559,               0.057797,              0.0010962,                0.77043,                0.71314,                0.74003,                0.52847,                0.77476,                0.71777,                0.74629,                0.47518,                0.02674,               0.033237,               0.069574,              0.0039256,               0.004555,               0.004555,               0.004555
                    112,               0.019779,               0.023701,               0.057196,               0.001129,                0.75485,                0.72695,                0.72732,                0.51984,                0.75491,                0.72719,                0.73073,                 0.4568,                0.02697,               0.033388,               0.070576,              0.0039213,              0.0045055,              0.0045055,              0.0045055
                    113,               0.019904,               0.024094,               0.058072,              0.0010624,                0.73742,                0.74537,                0.73373,                0.53075,                0.74703,                 0.7441,                0.73925,                0.46563,               0.027152,               0.033487,               0.070032,               0.003938,               0.004456,               0.004456,               0.004456
                    114,               0.020335,               0.023888,               0.060096,              0.0012192,                0.74293,                0.73914,                0.72516,                0.52082,                0.73463,                0.74102,                0.72286,                0.45593,               0.026258,                0.03285,               0.068936,              0.0038426,              0.0044065,              0.0044065,              0.0044065
                    115,               0.019761,               0.024415,                0.05504,              0.0011579,                0.73141,                0.71419,                0.70234,                0.50283,                0.74788,                 0.6966,                0.70698,                 0.4406,                0.02686,               0.033051,                0.06912,              0.0039661,               0.004357,               0.004357,               0.004357
                    116,               0.019649,               0.023647,               0.057282,              0.0011278,                 0.7435,                0.69618,                0.70921,                0.50838,                0.74816,                0.70132,                0.72023,                0.44332,               0.027195,               0.034135,               0.071067,              0.0041179,              0.0043075,              0.0043075,              0.0043075
                    117,               0.019599,               0.023433,               0.056452,              0.0010618,                0.78474,                0.70084,                  0.712,                 0.5153,                0.78716,                0.70512,                0.71986,                0.45313,               0.026758,                0.03365,               0.071747,              0.0038432,               0.004258,               0.004258,               0.004258
                    118,               0.018954,               0.023841,               0.055209,              0.0010505,                0.76076,                0.71596,                0.71964,                0.51709,                0.76487,                0.72075,                0.73322,                0.45951,               0.026074,               0.033809,               0.071106,              0.0038778,              0.0042085,              0.0042085,              0.0042085
                    119,               0.019267,               0.023676,               0.055863,             0.00093866,                0.75221,                0.71821,                0.72068,                0.51994,                0.75318,                 0.7312,                0.72803,                0.45926,               0.026201,               0.033668,               0.073158,              0.0039852,               0.004159,               0.004159,               0.004159
                    120,               0.019414,               0.023703,               0.056902,              0.0011296,                0.74523,                0.72759,                0.70806,                0.50856,                0.74656,                0.72534,                0.71495,                0.45232,               0.025711,               0.033062,               0.068849,              0.0036259,              0.0041095,              0.0041095,              0.0041095
                    121,               0.019292,               0.024014,               0.056886,              0.0010789,                0.74209,                0.71126,                 0.7034,                0.50813,                0.73708,                0.70718,                0.70971,                0.44931,               0.026276,               0.033246,               0.070788,              0.0037952,                0.00406,                0.00406,                0.00406
                    122,                0.01906,               0.023522,               0.057992,             0.00090181,                0.76429,                 0.7241,                0.72015,                0.51636,                0.76488,                0.72469,                0.71896,                0.47053,               0.026263,               0.033063,               0.071003,              0.0039068,              0.0040105,              0.0040105,              0.0040105
                    123,               0.018862,               0.023408,               0.056452,             0.00099996,                0.75661,                  0.716,                0.71235,                0.50708,                0.73925,                0.71603,                0.70504,                0.44553,               0.026742,               0.033565,               0.072169,              0.0041224,               0.003961,               0.003961,               0.003961
                    124,               0.019062,               0.023194,               0.054293,              0.0009872,                0.76722,                0.74146,                0.73658,                 0.5263,                0.76272,                0.74096,                0.72333,                0.45178,               0.026389,               0.033995,               0.070026,              0.0036831,              0.0039115,              0.0039115,              0.0039115
                    125,               0.018928,                 0.0233,               0.055778,             0.00092763,                0.76267,                 0.7332,                0.71929,                0.51327,                0.75564,                0.72698,                0.70745,                0.44299,               0.026331,               0.033738,               0.071588,              0.0037894,               0.003862,               0.003862,               0.003862
                    126,               0.018214,               0.023567,               0.054612,             0.00091265,                0.70079,                0.73642,                0.70173,                0.50389,                0.73971,                0.67436,                0.70584,                0.43878,               0.026177,               0.033665,               0.071419,               0.004007,              0.0038125,              0.0038125,              0.0038125
                    127,               0.018273,               0.023567,               0.055674,              0.0010581,                0.68109,                0.71893,                0.69934,                 0.5077,                0.74775,                0.69184,                0.71794,                0.44555,               0.026167,               0.033357,               0.072323,              0.0037531,               0.003763,               0.003763,               0.003763
                    128,                0.01875,               0.023242,               0.054603,             0.00098172,                0.70587,                0.76015,                0.71863,                0.51788,                0.72096,                0.76034,                0.72764,                0.46551,               0.025917,               0.032918,               0.071768,              0.0036854,              0.0037135,              0.0037135,              0.0037135
                    129,               0.018464,               0.023132,               0.054885,              0.0008493,                0.73572,                 0.7264,                0.72447,                0.53354,                0.74311,                0.72041,                 0.7346,                0.47069,               0.025925,                 0.0326,               0.070385,               0.003571,               0.003664,               0.003664,               0.003664
                    130,               0.018326,               0.023588,               0.055075,             0.00099919,                0.70912,                0.74881,                0.71487,                0.52095,                0.73074,                0.74108,                 0.7198,                0.45456,                0.02611,               0.033831,               0.071309,              0.0039557,              0.0036145,              0.0036145,              0.0036145
                    131,               0.018245,               0.023239,               0.054741,             0.00099726,                0.74098,                0.69309,                0.69534,                0.50202,                0.73215,                0.71912,                0.70699,                0.44248,               0.026656,               0.034095,               0.072968,              0.0041643,               0.003565,               0.003565,               0.003565
                    132,               0.018351,               0.023166,               0.054814,             0.00099962,                0.74821,                0.72693,                0.70732,                0.51225,                0.74349,                0.73381,                0.71125,                0.44691,               0.026197,               0.034393,                0.07239,              0.0040742,              0.0035155,              0.0035155,              0.0035155
                    133,               0.017833,                0.02293,               0.055323,             0.00099372,                0.74207,                0.71919,                0.71596,                0.51281,                0.74323,                0.72035,                0.71576,                0.44347,               0.026249,               0.034765,               0.073097,              0.0039841,               0.003466,               0.003466,               0.003466
                    134,               0.017812,               0.022933,               0.054724,              0.0009325,                0.75634,                0.70297,                0.71246,                0.51449,                0.74809,                0.73372,                0.71792,                0.45632,               0.025836,               0.033978,                0.06988,              0.0039428,              0.0034165,              0.0034165,              0.0034165
                    135,               0.018353,               0.022995,               0.054227,             0.00088783,                0.73869,                0.72055,                0.72294,                0.52462,                0.74164,                0.72216,                0.72713,                0.46444,               0.026194,                0.03347,               0.071449,              0.0037089,               0.003367,               0.003367,               0.003367
                    136,               0.017855,               0.023291,               0.053456,             0.00098817,                0.74825,                0.73564,                0.71864,                0.52356,                0.75114,                0.71859,                0.71348,                0.45471,               0.025865,               0.033228,               0.070947,              0.0038363,              0.0033175,              0.0033175,              0.0033175
                    137,               0.017504,               0.023174,               0.052028,             0.00098363,                0.74799,                0.73512,                0.71674,                0.52562,                0.74636,                0.71744,                0.71094,                0.45199,               0.026025,               0.033439,               0.072369,              0.0037585,               0.003268,               0.003268,               0.003268
                    138,               0.017706,               0.022777,                0.05273,             0.00093968,                0.75152,                0.70647,                0.72598,                0.52983,                0.76392,                0.68896,                0.71499,                0.46097,               0.026099,                0.03276,                  0.073,              0.0035559,              0.0032185,              0.0032185,              0.0032185
                    139,               0.017819,               0.022724,               0.053788,             0.00091165,                0.73804,                0.69123,                0.72576,                0.53333,                0.76082,                0.70259,                0.72808,                0.46795,               0.026134,               0.033011,               0.073411,              0.0037408,               0.003169,               0.003169,               0.003169
                    140,                0.01761,               0.022683,               0.054144,             0.00090531,                0.74975,                0.72927,                0.71693,                0.52313,                0.74819,                0.72657,                0.72196,                0.45909,               0.026528,               0.033676,               0.073775,              0.0037105,              0.0031195,              0.0031195,              0.0031195
                    141,               0.017476,               0.023032,               0.053777,              0.0008783,                 0.7561,                0.72693,                0.71357,                 0.5216,                0.75821,                0.71796,                0.71458,                0.46241,               0.026422,               0.033551,               0.074265,               0.003895,                0.00307,                0.00307,                0.00307
                    142,               0.017268,               0.022499,               0.052664,             0.00092095,                0.78476,                0.71915,                0.72107,                0.52057,                0.77976,                0.70975,                 0.7216,                0.45797,               0.025925,               0.033551,               0.074597,              0.0038336,              0.0030205,              0.0030205,              0.0030205
                    143,               0.017339,               0.022616,               0.053347,             0.00093046,                0.76714,                0.73048,                0.73112,                0.53458,                0.76997,                0.73064,                0.73262,                0.46738,               0.025897,               0.033273,               0.074241,              0.0039421,               0.002971,               0.002971,               0.002971
                    144,               0.017345,               0.022906,               0.053075,             0.00092054,                0.76168,                0.68062,                0.70835,                0.52176,                0.75504,                0.68798,                0.71115,                0.44887,               0.026721,               0.033254,               0.075004,              0.0041709,              0.0029215,              0.0029215,              0.0029215
                    145,               0.017232,               0.022555,               0.051231,             0.00092318,                0.75288,                0.70756,                0.71177,                0.52233,                0.75429,                0.70882,                0.71349,                 0.4508,                0.02593,               0.033179,               0.073974,              0.0040675,               0.002872,               0.002872,               0.002872
                    146,               0.016971,               0.022627,               0.051222,             0.00079521,                0.70763,                0.73734,                0.71236,                0.52555,                0.72495,                0.72406,                0.72329,                0.45702,               0.026417,               0.033785,               0.075346,              0.0043073,              0.0028225,              0.0028225,              0.0028225
                    147,               0.016518,                0.02223,               0.051499,             0.00092934,                0.71015,                0.73741,                0.71445,                0.51991,                0.78421,                0.66514,                0.71504,                0.45906,                0.02623,               0.034294,               0.075389,              0.0043761,               0.002773,               0.002773,               0.002773
                    148,               0.016915,               0.022548,               0.052177,               0.000839,                 0.7561,                0.72618,                0.72219,                0.52145,                0.75223,                 0.7173,                0.72323,                0.45903,               0.026549,               0.034266,               0.075808,              0.0041692,              0.0027235,              0.0027235,              0.0027235
                    149,               0.016651,               0.022415,               0.049996,              0.0009106,                0.78875,                0.71182,                0.72435,                0.52322,                 0.7904,                0.71668,                 0.7312,                0.46423,               0.026402,               0.034486,               0.074529,              0.0041029,               0.002674,               0.002674,               0.002674
                    150,               0.016545,                0.02269,               0.051875,             0.00083672,                0.76987,                0.70906,                0.73275,                0.53019,                0.75108,                0.75173,                0.73859,                0.46485,               0.026068,               0.033815,               0.074867,              0.0042545,              0.0026245,              0.0026245,              0.0026245
                    151,               0.016622,               0.022542,               0.051375,             0.00091531,                0.73502,                0.73928,                0.72756,                0.52415,                0.75408,                 0.7525,                0.73002,                0.45813,               0.026239,               0.034087,                0.07533,              0.0043268,               0.002575,               0.002575,               0.002575
                    152,               0.016566,               0.022441,               0.051782,             0.00088848,                0.73331,                0.74093,                0.71764,                0.51828,                0.74938,                0.72864,                0.71839,                0.45466,                 0.0262,               0.033713,                0.07508,              0.0042112,              0.0025255,              0.0025255,              0.0025255
                    153,               0.016357,               0.022552,               0.049614,             0.00083751,                0.76821,                0.69527,                0.70205,                0.50681,                0.76574,                0.69608,                 0.6987,                0.44105,               0.026719,               0.033903,               0.076425,              0.0043181,               0.002476,               0.002476,               0.002476
                    154,               0.016118,               0.022493,               0.051223,             0.00086568,                0.71748,                0.72889,                 0.7069,                0.51036,                0.72055,                0.73585,                0.70667,                0.44565,               0.026459,               0.034344,               0.077171,              0.0044876,              0.0024265,              0.0024265,              0.0024265
                    155,               0.016315,               0.022631,               0.049995,             0.00074379,                0.75798,                0.72705,                0.70598,                0.51122,                 0.7502,                0.75356,                0.71564,                0.45178,               0.026509,               0.034122,               0.075874,              0.0043396,               0.002377,               0.002377,               0.002377
                    156,               0.016152,               0.022289,               0.049615,             0.00080475,                0.74117,                0.73808,                0.70596,                0.51843,                0.75512,                0.72789,                0.71052,                0.44908,               0.026321,               0.033796,                 0.0736,              0.0041984,              0.0023275,              0.0023275,              0.0023275
                    157,               0.016129,               0.022633,               0.050064,             0.00070659,                0.75746,                0.73629,                0.70386,                0.50823,                0.76128,                0.73396,                0.70814,                0.44268,               0.026389,                0.03414,               0.074975,              0.0043626,               0.002278,               0.002278,               0.002278
                    158,               0.016119,               0.022299,               0.049985,             0.00076986,                0.75626,                0.73137,                0.72707,                0.51705,                0.76757,                0.71379,                0.71435,                0.45499,               0.026545,                0.03408,               0.077074,              0.0045329,              0.0022285,              0.0022285,              0.0022285
                    159,               0.015999,               0.022357,               0.048551,             0.00076128,                0.72883,                0.72756,                0.71205,                0.50561,                0.80048,                0.68079,                0.70109,                0.44476,                0.02723,               0.034291,               0.078122,              0.0046111,               0.002179,               0.002179,               0.002179
                    160,               0.015755,               0.022167,               0.049559,             0.00073689,                0.77036,                0.72678,                0.71625,                0.51342,                0.77161,                0.72539,                0.71286,                0.45328,               0.027136,               0.034776,               0.077787,              0.0044839,              0.0021295,              0.0021295,              0.0021295
                    161,               0.015641,               0.022138,               0.048216,             0.00072974,                0.75149,                0.72617,                0.71905,                0.52001,                 0.7443,                0.71921,                0.71806,                0.45605,               0.026862,               0.034456,               0.075244,              0.0042177,                0.00208,                0.00208,                0.00208
                    162,               0.015671,               0.021713,               0.048799,             0.00070124,                0.73623,                0.71519,                0.70942,                0.51184,                0.77572,                 0.6776,                0.71581,                0.45206,               0.027337,               0.034746,               0.077308,              0.0047133,              0.0020305,              0.0020305,              0.0020305
                    163,               0.015567,               0.021815,               0.049999,             0.00066992,                0.73391,                0.72108,                0.70565,                0.51076,                0.77399,                0.67441,                 0.7037,                0.44998,                0.02734,               0.034371,               0.077337,              0.0046189,               0.001981,               0.001981,               0.001981
                    164,               0.015691,               0.021693,               0.049495,              0.0007421,                0.75908,                0.71007,                0.70097,                0.50686,                0.75635,                0.70494,                0.70214,                0.44657,               0.027183,               0.034281,               0.077116,              0.0047355,              0.0019315,              0.0019315,              0.0019315
                    165,               0.015522,               0.021675,                0.04992,             0.00076718,                0.74538,                0.73703,                0.71776,                0.52058,                0.77731,                 0.6966,                0.70243,                0.45346,               0.026485,               0.033985,               0.076611,               0.004315,               0.001882,               0.001882,               0.001882
                    166,               0.015335,               0.022263,               0.047803,             0.00071486,                0.73509,                0.73923,                0.72863,                 0.5265,                0.78004,                0.69588,                0.72145,                0.45985,               0.026773,               0.034148,                0.07777,              0.0040993,              0.0018325,              0.0018325,              0.0018325
                    167,               0.015459,               0.021973,               0.048515,             0.00063588,                0.77937,                0.71231,                0.72625,                0.52583,                0.78811,                0.71522,                0.72405,                 0.4578,                0.02645,               0.033855,               0.076708,                0.00409,               0.001783,               0.001783,               0.001783
                    168,               0.015289,               0.022202,               0.047445,             0.00070854,                 0.7338,                0.75021,                0.73583,                0.53214,                0.77095,                0.69959,                0.72637,                0.46529,                0.02651,               0.034035,               0.075948,              0.0039844,              0.0017335,              0.0017335,              0.0017335
                    169,               0.015226,               0.021843,               0.048127,             0.00066371,                0.76239,                0.72836,                0.74332,                0.53511,                0.77162,                 0.7073,                0.73184,                0.47349,               0.026544,               0.033918,               0.076033,              0.0039864,               0.001684,               0.001684,               0.001684
                    170,               0.015225,               0.021596,               0.049174,             0.00068289,                0.74918,                0.73835,                0.73436,                0.52764,                 0.7663,                0.68258,                 0.7139,                0.46555,               0.026872,               0.034148,               0.077017,              0.0040401,              0.0016345,              0.0016345,              0.0016345
                    171,               0.015286,                0.02195,                0.04821,             0.00077936,                0.74003,                0.72929,                0.72039,                  0.522,                0.72541,                0.71466,                0.70708,                0.45277,               0.026734,               0.034206,               0.077507,              0.0040985,               0.001585,               0.001585,               0.001585
                    172,               0.015132,               0.021696,               0.048827,             0.00068027,                0.76667,                 0.7415,                0.72891,                0.52859,                0.77467,                0.70263,                0.72198,                0.46072,               0.027102,               0.034299,               0.077131,              0.0041626,              0.0015355,              0.0015355,              0.0015355
                    173,               0.014972,               0.021468,               0.048942,             0.00057826,                0.75939,                0.73459,                0.73735,                0.53687,                0.78156,                0.70955,                0.74038,                0.47165,                0.02681,               0.034592,               0.076947,              0.0041197,               0.001486,               0.001486,               0.001486
                    174,               0.015212,               0.021681,               0.046743,             0.00059151,                0.75541,                0.72715,                 0.7304,                0.53272,                0.78388,                0.71569,                0.73337,                0.46807,               0.026559,               0.034467,               0.077291,              0.0041124,              0.0014365,              0.0014365,              0.0014365
                    175,               0.015133,               0.021682,               0.047581,             0.00074507,                0.75417,                0.72012,                0.73207,                0.52907,                0.75972,                0.70164,                0.72719,                0.46881,                0.02688,               0.034518,               0.078899,              0.0042021,               0.001387,               0.001387,               0.001387
                    176,               0.014868,               0.021715,               0.047535,             0.00058152,                0.73531,                0.74889,                0.73674,                0.52694,                0.75395,                0.72954,                0.74047,                0.46513,               0.026858,               0.034351,               0.078436,              0.0041167,              0.0013375,              0.0013375,              0.0013375
                    177,               0.014824,               0.021636,               0.047464,             0.00062181,                0.74653,                0.74939,                0.73231,                0.53318,                0.79508,                0.70592,                0.73741,                0.46774,               0.026735,               0.034451,               0.077873,              0.0039606,               0.001288,               0.001288,               0.001288
                    178,               0.014835,               0.021754,               0.047551,             0.00061274,                0.76711,                0.74422,                0.73927,                0.53333,                0.78782,                0.71307,                0.73958,                0.47392,                0.02675,               0.034382,               0.077473,               0.003999,              0.0012385,              0.0012385,              0.0012385
                    200,                0.77237,                0.72821,                 0.7446,                 0.5249,                0.77629,                0.73107,                0.75489,                0.48415,               0.027174,               0.033785,               0.068866,               0.003904
