                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     99,               0.019205,               0.022492,               0.054129,              0.0011249,                0.71842,                0.70727,                0.69512,                0.50215,                0.70603,                0.69568,                0.68472,                0.45321,               0.028231,               0.034219,               0.074435,              0.0042709,               0.005149,               0.005149,               0.005149
                    100,               0.019651,               0.022839,               0.054224,              0.0011865,                0.73689,                0.68492,                0.70502,                0.51333,                0.73854,                0.68633,                0.70186,                0.46195,               0.028888,               0.034744,               0.074172,              0.0044245,              0.0050995,              0.0050995,              0.0050995
                    101,               0.019311,               0.022514,               0.053882,              0.0011047,                0.73984,                0.68979,                 0.7012,                0.51193,                0.73766,                 0.6882,                 0.6924,                0.45187,               0.028019,               0.034408,               0.072629,              0.0043538,                0.00505,                0.00505,                0.00505
                    102,               0.019173,               0.022373,               0.054517,              0.0010584,                0.67793,                0.73532,                0.70338,                0.50824,                 0.6862,                0.72213,                0.70098,                0.46014,               0.027296,               0.034212,               0.073263,              0.0042519,              0.0050005,              0.0050005,              0.0050005
                    103,                 0.0194,                 0.0227,               0.054095,              0.0011668,                0.68274,                0.73122,                0.68562,                0.49273,                0.69159,                0.71687,                0.68506,                0.44742,               0.026929,               0.034346,                0.07241,              0.0042823,               0.004951,               0.004951,               0.004951
                    104,               0.018804,               0.022187,               0.052349,              0.0010761,                0.74281,                0.69962,                0.70688,                 0.5042,                0.70968,                0.77758,                0.72475,                0.46689,               0.026631,               0.034928,               0.070381,              0.0039071,              0.0049015,              0.0049015,              0.0049015
                    105,               0.018495,               0.022185,               0.051867,              0.0010735,                0.75454,                0.67064,                0.70406,                0.50137,                0.76176,                0.68584,                 0.7137,                0.45983,               0.026971,                0.03515,               0.071834,              0.0040573,               0.004852,               0.004852,               0.004852
                    106,                0.01861,               0.021909,               0.052838,               0.000964,                0.76529,                0.71645,                0.70829,                0.50888,                0.78581,                0.71343,                0.71418,                0.46578,               0.026997,                0.03471,               0.071986,              0.0039754,              0.0048025,              0.0048025,              0.0048025
                    107,               0.018572,               0.022082,               0.051709,              0.0010438,                0.74503,                 0.6761,                0.70249,                0.50466,                0.74435,                0.69195,                0.70226,                0.46252,               0.026815,                0.03436,               0.071707,              0.0040995,               0.004753,               0.004753,               0.004753
                    108,               0.018681,               0.022259,               0.051923,               0.001066,                0.74342,                0.69319,                0.71788,                0.51106,                0.71625,                0.71477,                 0.7055,                0.45705,                0.02607,               0.032193,               0.069947,              0.0038752,              0.0047035,              0.0047035,              0.0047035
                    109,               0.018521,               0.021956,               0.052152,              0.0010201,                0.73828,                0.72588,                 0.7195,                0.52308,                0.74977,                0.73968,                0.72576,                0.47264,               0.026942,               0.032858,               0.071823,              0.0036391,               0.004654,               0.004654,               0.004654
                    110,               0.017815,               0.022148,               0.051712,             0.00098765,                0.75115,                0.69255,                0.71373,                0.51537,                0.74527,                0.68697,                0.70693,                 0.4528,               0.026865,               0.034052,               0.070749,              0.0037968,              0.0046045,              0.0046045,              0.0046045
                    111,               0.018246,               0.021777,               0.051771,             0.00095624,                0.71556,                0.74044,                0.70632,                0.51066,                0.71604,                0.74015,                0.70295,                0.45359,               0.027099,               0.033975,                0.07218,              0.0040894,               0.004555,               0.004555,               0.004555
                    112,               0.017955,               0.021831,               0.050949,              0.0010171,                0.73571,                0.71776,                 0.7124,                0.51683,                0.73518,                0.71717,                0.70986,                0.46118,               0.027083,               0.034164,               0.070645,              0.0041195,              0.0045055,              0.0045055,              0.0045055
                    113,               0.018137,               0.022136,               0.051681,              0.0009698,                 0.7474,                0.71829,                0.71381,                0.51891,                0.75333,                0.72439,                0.71656,                0.46287,               0.026692,               0.033798,               0.071641,              0.0040312,               0.004456,               0.004456,               0.004456
                    114,               0.018473,               0.021796,               0.052983,               0.001024,                0.74251,                0.71252,                0.69924,                 0.5144,                0.74344,                0.71223,                0.69917,                0.45399,                0.02702,               0.033812,               0.072394,              0.0044592,              0.0044065,              0.0044065,              0.0044065
                    115,               0.017516,               0.022385,               0.049146,              0.0010503,                0.73515,                0.69754,                0.70357,                0.51425,                0.74566,                0.69425,                0.70499,                   0.45,               0.026705,               0.033382,               0.071543,              0.0040612,               0.004357,               0.004357,               0.004357
                    116,               0.017584,               0.021662,               0.050649,              0.0010269,                0.76824,                0.70846,                0.73712,                   0.53,                 0.7719,                0.70489,                0.73552,                0.47152,                0.02662,               0.034064,               0.070316,              0.0037018,              0.0043075,              0.0043075,              0.0043075
                    117,               0.017539,               0.021538,               0.050412,             0.00093319,                0.76793,                0.69216,                0.72131,                0.52526,                0.76601,                0.69858,                0.72039,                0.47204,               0.026643,               0.033336,               0.072625,              0.0037751,               0.004258,               0.004258,               0.004258
                    118,               0.017314,               0.021807,               0.049073,             0.00087818,                0.74449,                0.74049,                0.70546,                0.51455,                0.75102,                0.72912,                  0.713,                0.46669,               0.026483,               0.033361,                0.07078,              0.0039588,              0.0042085,              0.0042085,              0.0042085
                    119,               0.017487,               0.021613,               0.049489,               0.000823,                0.71609,                0.73062,                0.71044,                 0.5256,                0.72815,                0.74277,                0.72346,                0.47239,               0.026476,               0.034314,               0.072949,              0.0040812,               0.004159,               0.004159,               0.004159
                    120,               0.017217,               0.021735,               0.050175,              0.0010515,                0.75292,                0.71446,                0.71488,                0.52232,                0.75277,                0.71596,                0.71758,                0.47161,               0.026209,               0.034019,               0.071585,              0.0041133,              0.0041095,              0.0041095,              0.0041095
                    121,               0.017175,               0.021871,               0.050225,             0.00097905,                0.72667,                0.71703,                0.71144,                0.51642,                0.72225,                0.71178,                 0.7026,                0.45203,               0.026208,               0.034244,               0.072161,              0.0038935,                0.00406,                0.00406,                0.00406
                    122,               0.016969,               0.021624,               0.051283,             0.00080182,                0.73539,                0.72123,                0.69899,                0.51179,                0.73525,                0.71751,                0.70617,                0.45612,               0.026861,               0.034421,               0.074716,              0.0041529,              0.0040105,              0.0040105,              0.0040105
                    123,               0.017051,               0.021339,               0.049696,             0.00081541,                0.74405,                 0.7251,                 0.7099,                0.51128,                0.74171,                0.71787,                0.70696,                0.45791,               0.026468,               0.034522,               0.073105,              0.0041146,               0.003961,               0.003961,               0.003961
                    124,               0.017119,               0.021353,               0.048395,             0.00090531,                0.73631,                 0.7339,                0.70114,                0.50678,                 0.7173,                 0.7141,                0.69217,                0.44672,               0.026542,               0.033666,               0.073127,               0.004328,              0.0039115,              0.0039115,              0.0039115
                    125,                0.01685,                0.02113,               0.048548,             0.00085818,                0.73876,                0.73186,                0.70354,                0.51073,                0.71506,                0.70659,                0.68906,                0.44706,               0.026659,               0.034132,                0.07515,              0.0042454,               0.003862,               0.003862,               0.003862
                    126,               0.016361,               0.021414,               0.047838,             0.00083089,                0.76205,                0.67435,                0.70663,                0.51794,                0.76378,                0.64694,                0.69193,                0.45197,               0.026364,               0.034209,               0.074274,               0.004137,              0.0038125,              0.0038125,              0.0038125
                    127,               0.016624,               0.021461,               0.049117,             0.00095055,                0.76123,                0.66219,                0.70821,                0.52599,                0.77569,                0.64446,                0.70802,                0.44957,               0.026492,                0.03437,               0.074875,               0.004389,               0.003763,               0.003763,               0.003763
                    128,               0.016721,               0.021129,               0.047434,             0.00089021,                0.73434,                0.71278,                0.71651,                0.53411,                0.77736,                0.66359,                0.71436,                0.46437,               0.026839,               0.034669,               0.075271,              0.0044412,              0.0037135,              0.0037135,              0.0037135
                    129,               0.016364,               0.021073,                0.04801,             0.00074919,                0.71361,                 0.7495,                0.72973,                0.53812,                0.77243,                0.69773,                0.72222,                0.46314,               0.026164,               0.033985,               0.073479,              0.0040921,               0.003664,               0.003664,               0.003664
                    130,               0.016682,               0.021357,               0.048583,             0.00091107,                0.75702,                0.73175,                0.71657,                0.52684,                 0.7583,                 0.7192,                0.70413,                0.45019,                0.02732,               0.034346,               0.075197,              0.0042078,              0.0036145,              0.0036145,              0.0036145
                    131,               0.016405,               0.021088,               0.047717,             0.00084295,                0.70828,                0.73397,                0.68811,                0.50607,                0.70939,                0.73491,                0.69621,                0.44482,               0.027067,               0.034514,               0.076052,              0.0044131,               0.003565,               0.003565,               0.003565
                    132,               0.016239,               0.021048,               0.047456,             0.00094028,                0.74499,                0.74061,                0.70784,                 0.5191,                0.73777,                0.71161,                0.69694,                0.44795,                0.02716,               0.034354,               0.075631,              0.0041919,              0.0035155,              0.0035155,              0.0035155
                    133,               0.016114,               0.020938,               0.048159,              0.0008882,                0.70074,                0.74738,                0.71479,                0.52109,                0.69499,                0.72924,                0.69944,                0.45366,               0.027305,               0.034282,               0.076442,              0.0041926,               0.003466,               0.003466,               0.003466
                    134,               0.015781,                0.02067,               0.047155,             0.00079125,                0.70304,                0.75334,                0.70843,                0.51787,                0.77552,                0.69288,                0.70997,                 0.4558,               0.026412,               0.034321,                0.07604,              0.0042078,              0.0034165,              0.0034165,              0.0034165
                    135,               0.015967,                0.02068,               0.046534,             0.00080797,                0.73886,                0.72649,                0.70198,                0.50858,                0.72278,                0.73175,                0.69894,                0.45319,                0.02632,               0.034599,               0.075553,              0.0041652,               0.003367,               0.003367,               0.003367
                    136,               0.015691,               0.020953,               0.046621,             0.00087554,                0.70734,                0.74855,                0.70203,                 0.5143,                0.70052,                0.74017,                0.69453,                0.45103,               0.026933,               0.034776,               0.075984,              0.0043857,              0.0033175,              0.0033175,              0.0033175
                    137,               0.015498,               0.020994,               0.045402,             0.00079011,                0.70703,                0.75038,                0.69199,                0.51096,                0.72008,                0.72065,                0.69006,                0.45396,               0.026851,               0.034876,               0.075623,              0.0045614,               0.003268,               0.003268,               0.003268
                    138,               0.015422,                0.02059,               0.045389,             0.00079229,                0.70159,                0.72421,                 0.7111,                0.51749,                0.75429,                0.69572,                0.71488,                0.45938,               0.026692,               0.034348,               0.075869,              0.0043352,              0.0032185,              0.0032185,              0.0032185
                    139,               0.015649,               0.020518,               0.046626,             0.00086355,                0.68304,                0.74819,                0.71131,                0.51499,                0.70158,                0.72572,                0.69385,                0.44939,                0.02653,                0.03415,               0.075269,              0.0042485,               0.003169,               0.003169,               0.003169
                    140,                 0.0155,               0.020428,                0.04684,             0.00078038,                0.68953,                0.73601,                0.70096,                0.51226,                0.76101,                0.67506,                0.70879,                0.46199,               0.026691,               0.034519,               0.074731,              0.0044671,              0.0031195,              0.0031195,              0.0031195
                    141,               0.015286,               0.020623,               0.046407,             0.00074813,                0.69476,                0.75657,                0.71278,                0.51415,                0.72158,                0.74578,                0.71642,                0.46382,               0.026692,               0.034559,               0.075657,              0.0043334,                0.00307,                0.00307,                0.00307
                    142,               0.015154,               0.020258,               0.045405,             0.00078043,                0.73288,                0.73549,                0.70586,                0.51449,                0.73493,                0.73923,                 0.7045,                0.45751,               0.026492,               0.035314,               0.076957,              0.0046014,              0.0030205,              0.0030205,              0.0030205
                    143,               0.014806,               0.020358,               0.045664,             0.00082662,                0.73943,                0.70523,                0.69648,                0.50557,                0.75117,                0.71196,                0.70462,                0.45349,               0.026849,               0.035154,               0.076399,              0.0048274,               0.002971,               0.002971,               0.002971
                    144,               0.014871,               0.020535,               0.045571,             0.00077799,                0.72297,                0.70593,                 0.7003,                0.50793,                0.75305,                0.70825,                0.70904,                 0.4563,               0.027087,               0.035076,                0.07643,              0.0045986,              0.0029215,              0.0029215,              0.0029215
                    145,               0.014849,               0.020268,               0.044071,             0.00072381,                0.75483,                0.67467,                 0.7082,                0.51187,                  0.753,                0.69781,                 0.7041,                 0.4529,               0.026672,               0.035824,               0.077934,               0.004474,               0.002872,               0.002872,               0.002872
                    146,               0.014811,               0.020527,               0.044638,             0.00068065,                0.74092,                 0.7215,                0.70771,                0.51019,                0.74041,                0.71498,                0.70258,                0.45408,                  0.027,               0.035344,                0.07784,              0.0047786,              0.0028225,              0.0028225,              0.0028225
                    147,               0.014416,               0.020149,               0.044679,             0.00075188,                0.73905,                0.72499,                0.70801,                0.51711,                0.73525,                0.72057,                0.71177,                0.46058,               0.026673,               0.034793,               0.076699,              0.0044085,               0.002773,               0.002773,               0.002773
                    148,                0.01473,               0.020363,               0.045002,              0.0006879,                0.73438,                0.72074,                0.70711,                0.51068,                0.73213,                0.72273,                0.70917,                0.45657,                0.02668,               0.034686,               0.076623,              0.0042766,              0.0027235,              0.0027235,              0.0027235
                    149,               0.014334,               0.020104,               0.042968,              0.0007751,                0.71476,                0.72793,                0.70875,                0.52023,                0.74893,                0.69102,                0.70108,                0.45944,               0.027403,               0.035582,               0.078697,               0.004377,               0.002674,               0.002674,               0.002674
                    150,               0.014213,               0.020526,               0.044482,             0.00073378,                0.70199,                0.71666,                0.70349,                0.51013,                0.71249,                0.69914,                0.70087,                0.45225,               0.026773,               0.034506,               0.077841,              0.0044107,              0.0026245,              0.0026245,              0.0026245
                    151,               0.014235,               0.020368,               0.043994,             0.00070032,                0.70297,                0.70751,                0.68908,                0.50359,                0.72418,                0.73407,                0.70103,                0.45209,               0.026016,               0.034304,               0.075967,              0.0044461,               0.002575,               0.002575,               0.002575
                    152,               0.014297,                0.02013,               0.044075,              0.0007666,                0.71103,                0.74573,                0.71031,                0.51473,                0.70382,                 0.7373,                0.70922,                0.45579,               0.026573,               0.035252,               0.078934,              0.0047081,              0.0025255,              0.0025255,              0.0025255
                    153,               0.014137,               0.020254,               0.042491,             0.00070694,                0.74814,                0.71337,                0.71836,                 0.5228,                0.78257,                 0.6678,                0.71771,                0.45799,               0.026968,               0.035357,               0.079475,              0.0045387,               0.002476,               0.002476,               0.002476
                    154,               0.014055,               0.020188,               0.043711,             0.00072564,                0.70565,                0.74366,                0.71066,                 0.5204,                 0.6934,                0.73204,                0.69149,                 0.4494,               0.027199,                0.03535,               0.080859,              0.0045583,              0.0024265,              0.0024265,              0.0024265
                    155,               0.013889,               0.020397,               0.042575,             0.00067897,                0.71134,                0.74493,                 0.7115,                0.52329,                0.76077,                0.68344,                0.71078,                0.46112,               0.026475,               0.035466,               0.079085,              0.0044327,               0.002377,               0.002377,               0.002377
                    156,               0.013918,               0.020102,               0.041916,             0.00068715,                0.72405,                 0.7001,                0.70458,                0.51739,                0.79018,                0.66208,                0.70807,                0.45684,               0.027308,               0.035553,                0.08034,              0.0043687,              0.0023275,              0.0023275,              0.0023275
                    157,               0.013787,               0.020145,               0.042622,             0.00060074,                0.73547,                0.70595,                0.69811,                0.50711,                0.74367,                0.69679,                0.70113,                0.44965,               0.027002,               0.035421,               0.081314,              0.0042928,               0.002278,               0.002278,               0.002278
                    158,               0.013644,               0.019913,                0.04207,             0.00063825,                 0.7298,                0.71553,                0.70142,                0.50787,                0.72577,                0.69663,                0.69679,                0.45025,               0.026944,               0.035183,               0.079715,              0.0044732,              0.0022285,              0.0022285,              0.0022285
                    159,               0.013826,               0.020029,               0.041622,             0.00062426,                 0.7337,                0.70831,                0.70114,                0.51545,                0.72923,                0.70318,                 0.7061,                0.46292,               0.027024,               0.035282,               0.079483,              0.0047898,               0.002179,               0.002179,               0.002179
                    160,                0.01349,               0.019918,               0.042334,             0.00063171,                0.72086,                0.71301,                0.70183,                0.51852,                0.71588,                0.70688,                0.70153,                0.46093,                0.02718,               0.035527,               0.079346,              0.0045668,              0.0021295,              0.0021295,              0.0021295
                    161,               0.013416,               0.019696,               0.041142,             0.00063531,                0.73934,                0.72835,                0.70828,                0.51928,                0.72471,                0.71478,                0.70891,                0.46282,               0.027018,                0.03563,               0.078705,              0.0043262,                0.00208,                0.00208,                0.00208
                    162,               0.013305,               0.019334,               0.040912,             0.00058932,                0.71506,                0.73316,                0.69535,                0.51561,                0.70386,                0.72172,                0.69786,                0.45807,               0.027596,               0.036267,               0.080669,              0.0045643,              0.0020305,              0.0020305,              0.0020305
                    163,               0.013216,               0.019398,               0.041617,             0.00061292,                0.74239,                0.70978,                0.69534,                0.51352,                0.76372,                0.67932,                0.69912,                  0.457,               0.027283,               0.036043,               0.080664,               0.004602,               0.001981,               0.001981,               0.001981
                    164,               0.013241,               0.019301,               0.041714,             0.00066836,                 0.7569,                0.71464,                0.69214,                0.50879,                0.75425,                0.71186,                0.70164,                 0.4552,               0.027493,               0.035734,               0.079577,              0.0044881,              0.0019315,              0.0019315,              0.0019315
                    165,               0.012998,               0.019378,               0.041738,             0.00064545,                0.74722,                0.71745,                0.71376,                0.52402,                0.75537,                0.69558,                0.70504,                0.46353,                  0.027,               0.035848,               0.079609,              0.0043827,               0.001882,               0.001882,               0.001882
                    166,               0.012836,               0.019644,               0.040092,             0.00056011,                0.72551,                0.72722,                0.71112,                0.51879,                0.72221,                0.71515,                0.71017,                 0.4642,               0.026856,               0.035972,               0.080285,              0.0044677,              0.0018325,              0.0018325,              0.0018325
                    167,               0.013027,               0.019554,               0.040671,             0.00053859,                0.73371,                0.73401,                0.71194,                0.52532,                0.72346,                0.72766,                0.71731,                 0.4612,                0.02719,               0.035909,               0.080903,              0.0044011,               0.001783,               0.001783,               0.001783
                    168,               0.012808,               0.019739,               0.039939,             0.00059363,                 0.7041,                0.75733,                0.72076,                0.52814,                0.70043,                0.75276,                0.71684,                0.45868,               0.026608,               0.035795,               0.081756,              0.0041617,              0.0017335,              0.0017335,              0.0017335
                    169,               0.012723,               0.019337,               0.040243,             0.00054387,                0.71021,                0.73973,                0.71206,                0.51794,                0.70638,                0.73588,                0.71086,                  0.456,               0.026993,                0.03576,               0.081048,              0.0042098,               0.001684,               0.001684,               0.001684
                    170,               0.012785,               0.019321,               0.041262,             0.00057605,                0.67834,                0.75602,                 0.7036,                0.51596,                0.67425,                0.75428,                0.70502,                0.45562,               0.026899,                0.03576,               0.081302,              0.0043341,              0.0016345,              0.0016345,              0.0016345
                    171,               0.012879,               0.019497,               0.040361,             0.00064248,                0.67095,                0.76485,                0.69914,                0.51808,                0.66641,                0.75766,                0.70319,                0.45126,               0.026282,               0.035747,               0.080127,              0.0042282,               0.001585,               0.001585,               0.001585
                    172,               0.012746,               0.019252,               0.040667,             0.00058843,                0.72739,                0.72527,                0.70667,                0.52879,                0.72935,                0.71207,                0.71066,                0.46645,               0.026702,               0.035989,               0.080659,              0.0043002,              0.0015355,              0.0015355,              0.0015355
                    173,               0.012522,               0.018965,               0.040689,             0.00046597,                0.72555,                 0.7364,                0.70191,                0.52528,                0.76787,                0.68549,                0.70838,                0.45799,               0.026877,                0.03658,               0.080587,              0.0044303,               0.001486,               0.001486,               0.001486
                    174,               0.012573,               0.019332,               0.038607,             0.00049965,                0.68742,                0.76103,                0.71254,                  0.531,                0.68933,                 0.7643,                0.72231,                0.46555,               0.026874,               0.036847,               0.080739,               0.004386,              0.0014365,              0.0014365,              0.0014365
                    175,               0.012514,               0.019213,               0.039434,             0.00053284,                0.70994,                0.72804,                 0.6935,                 0.5144,                0.72201,                0.71988,                0.69804,                0.44956,               0.026996,               0.036563,               0.083014,              0.0044313,               0.001387,               0.001387,               0.001387
                    176,               0.012292,               0.019174,                0.03935,             0.00046747,                0.74266,                0.72528,                 0.7108,                 0.5265,                0.74814,                0.70869,                0.71068,                0.45639,               0.026717,               0.036268,               0.082944,              0.0043546,              0.0013375,              0.0013375,              0.0013375
                    177,               0.012338,               0.019135,               0.039216,             0.00055176,                0.74038,                0.72243,                0.71203,                0.52257,                0.77006,                 0.7033,                0.71403,                0.45918,               0.026735,               0.036054,               0.083739,              0.0043432,               0.001288,               0.001288,               0.001288
                    178,               0.012299,               0.019324,               0.039373,             0.00049926,                0.73671,                0.72011,                0.71658,                0.52802,                0.72414,                0.70781,                0.70703,                0.45675,               0.026778,               0.035457,               0.083564,              0.0041977,              0.0012385,              0.0012385,              0.0012385
                    179,               0.011934,               0.018871,                0.03849,             0.00042767,                0.72122,                0.73632,                0.71659,                0.52246,                0.73153,                0.70393,                0.71654,                0.46326,               0.027157,               0.036222,               0.084454,              0.0043205,               0.001189,               0.001189,               0.001189
                    180,                0.01189,               0.018691,               0.038865,             0.00049127,                0.72502,                0.72658,                0.72515,                0.53163,                0.71323,                0.71497,                0.72199,                 0.4685,                0.02723,               0.036163,               0.084277,              0.0045012,              0.0011395,              0.0011395,              0.0011395
                    181,               0.011991,               0.019045,               0.038948,             0.00042177,                0.74634,                0.73001,                0.72785,                0.53529,                0.74128,                0.71469,                0.72482,                0.46881,               0.026883,               0.036087,               0.083128,              0.0044077,                0.00109,                0.00109,                0.00109
                    182,               0.011963,               0.018867,               0.039105,             0.00064576,                0.74198,                0.71459,                0.71638,                0.52906,                0.73532,                0.69622,                0.71805,                0.45978,               0.027263,               0.036722,               0.083987,              0.0045854,              0.0010405,              0.0010405,              0.0010405
                    183,               0.011947,               0.018744,               0.037772,             0.00042876,                0.74721,                0.71984,                0.70896,                0.52491,                0.76157,                0.70714,                0.71775,                0.45847,                0.02719,               0.036594,               0.083409,              0.0047106,               0.000991,               0.000991,               0.000991
                    184,               0.011795,               0.018916,               0.038957,             0.00044371,                0.75238,                0.72751,                 0.7057,                0.52412,                0.73536,                 0.7109,                0.69811,                0.45609,               0.027257,               0.036432,               0.083674,               0.004685,              0.0009415,              0.0009415,              0.0009415
                    185,               0.011766,               0.018981,                0.03761,             0.00044773,                 0.7326,                  0.731,                0.70584,                0.51975,                0.73208,                0.72965,                0.70873,                0.46222,               0.027036,               0.036379,               0.082683,               0.004617,               0.000892,               0.000892,               0.000892
                    186,               0.011753,                 0.0191,               0.036081,             0.00036684,                0.75108,                0.71443,                0.70955,                0.52494,                 0.7446,                0.70822,                0.70649,                0.46125,               0.027256,               0.036552,               0.083613,              0.0044805,              0.0008425,              0.0008425,              0.0008425
                    187,               0.011719,               0.018688,               0.037955,             0.00051644,                0.73512,                0.72533,                0.70721,                0.51811,                0.76481,                0.69949,                0.71199,                0.46115,               0.027144,               0.036787,               0.084772,              0.0045811,               0.000793,               0.000793,               0.000793
                    188,               0.011565,                0.01842,               0.037554,             0.00042063,                0.72446,                0.73283,                0.70846,                0.52354,                0.73538,                0.72103,                0.71303,                0.46039,               0.026883,               0.036816,               0.084332,              0.0045534,              0.0007435,              0.0007435,              0.0007435
                    189,               0.011547,               0.018851,               0.037218,             0.00043242,                0.73356,                0.73652,                0.71305,                0.53185,                0.73815,                0.72049,                0.71414,                0.46336,               0.027123,               0.036821,               0.083857,              0.0046703,               0.000694,               0.000694,               0.000694
                    190,               0.011507,               0.018811,               0.036925,             0.00047265,                0.72563,                0.73091,                0.71212,                0.52958,                0.72136,                0.72312,                0.71172,                0.46797,               0.027019,               0.036894,               0.084815,              0.0047376,              0.0006445,              0.0006445,              0.0006445
                    191,               0.011412,               0.018609,               0.037067,             0.00038976,                0.73227,                0.70418,                0.70607,                0.52185,                0.72721,                0.69975,                0.70557,                0.46433,               0.027187,               0.036695,               0.085949,              0.0047157,               0.000595,               0.000595,               0.000595
                    192,               0.011496,               0.018556,               0.036341,             0.00040456,                0.73087,                  0.718,                0.69755,                 0.5175,                0.73035,                0.71401,                0.70263,                  0.459,               0.027327,               0.036735,               0.086309,              0.0047494,              0.0005455,              0.0005455,              0.0005455
                    193,               0.011273,               0.018582,               0.035478,             0.00035678,                0.72791,                0.72179,                0.70703,                0.52342,                0.73547,                0.71791,                0.71243,                0.46221,               0.027282,               0.036877,                0.08567,              0.0047095,               0.000496,               0.000496,               0.000496
                    194,               0.011357,               0.018669,               0.036379,             0.00037013,                0.71464,                0.72412,                0.70119,                0.52381,                 0.7139,                0.72305,                0.70541,                0.45914,               0.027359,               0.036788,               0.086031,              0.0047521,              0.0004465,              0.0004465,              0.0004465
                    195,                0.01125,               0.018349,               0.036173,             0.00033077,                0.71032,                0.71102,                0.69469,                0.51912,                0.70978,                0.70991,                 0.6984,                0.45133,               0.027455,               0.036716,               0.086634,              0.0048262,               0.000397,               0.000397,               0.000397
                    196,               0.011098,               0.018507,               0.035555,             0.00038854,                0.71562,                 0.7114,                0.69904,                0.52251,                0.72526,                0.70068,                0.70456,                0.46069,                0.02731,               0.036856,               0.086312,              0.0048653,              0.0003475,              0.0003475,              0.0003475
                    197,               0.011172,               0.018077,               0.036391,             0.00043395,                0.73745,                0.70431,                0.69997,                0.52252,                0.73632,                 0.7035,                0.70708,                0.46096,               0.027286,               0.036828,               0.086194,              0.0048146,               0.000298,               0.000298,               0.000298
                    198,               0.011175,               0.018568,               0.036023,             0.00040595,                0.74345,                0.71359,                0.70641,                0.52497,                0.74678,                0.70158,                0.70861,                0.46488,                0.02722,               0.036945,               0.085917,              0.0047642,              0.0002485,              0.0002485,              0.0002485
                    199,               0.011251,               0.019091,               0.035509,             0.00058482,                0.72365,                0.72589,                0.70426,                0.52191,                0.71414,                0.71636,                0.70451,                0.46343,               0.027281,               0.036994,               0.085921,              0.0047505,               0.000199,               0.000199,               0.000199
                    200,                0.74658,                0.73001,                0.72768,                0.53468,                0.73769,                0.71125,                0.71843,                0.46754,               0.026886,               0.036088,               0.083133,              0.0044088
