                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     94,                 0.6434,                 1.1584,                0.45075,                0.90516,                0.77742,                0.69551,                0.74838,                0.56134,                0.79645,                0.71128,                0.76472,                 0.5083,                0.83862,                 1.5401,                0.73211,                 1.0512,             0.00077116,             0.00077116,             0.00077116
                     95,                0.64663,                 1.1917,                0.46095,                 0.9098,                  0.757,                0.73581,                0.74204,                0.54041,                0.78116,                0.73149,                0.76254,                0.48956,                0.83651,                 1.5313,                0.72804,                 1.0446,             0.00076409,             0.00076409,             0.00076409
                     96,                 0.6454,                 1.1443,                 0.4548,                 0.9104,                0.74505,                0.73561,                0.73017,                0.52515,                0.75196,                0.74704,                0.73682,                0.48062,                0.81685,                 1.5002,                0.75019,                 1.0206,             0.00075701,             0.00075701,             0.00075701
                     97,                0.65713,                 1.1909,                0.47583,                0.90956,                0.68713,                0.72442,                0.71901,                0.51807,                0.69474,                 0.7325,                0.72576,                0.46782,                0.84256,                 1.5595,                0.77667,                 1.0419,             0.00074994,             0.00074994,             0.00074994
                     98,                0.65509,                 1.1929,                0.47964,                0.90987,                0.76468,                0.74845,                0.74761,                0.55598,                0.77174,                0.75695,                0.76073,                0.50084,                0.82469,                 1.5691,                0.77016,                  1.039,             0.00074287,             0.00074287,             0.00074287
                     99,                0.63393,                 1.1502,                0.45625,                0.90317,                0.69556,                0.74255,                0.72908,                0.53748,                0.70579,                0.74872,                0.74214,                0.48178,                0.83903,                  1.598,                0.72706,                 1.0721,             0.00073579,             0.00073579,             0.00073579
                    100,                0.64521,                  1.167,                0.45735,                 0.9155,                0.72205,                0.75176,                0.72148,                0.53099,                0.72778,                0.75332,                0.72468,                0.45412,                0.86794,                 1.6301,                0.75128,                 1.0688,             0.00072872,             0.00072872,             0.00072872
                    101,                0.64238,                 1.1573,                0.45599,                0.90419,                0.79253,                0.70507,                0.73064,                0.54237,                 0.8011,                0.71314,                0.74216,                 0.4925,                0.82839,                 1.5448,                0.74652,                  1.044,             0.00072164,             0.00072164,             0.00072164
                    102,                0.64314,                 1.1655,                0.45328,                 0.9092,                0.76207,                0.74175,                0.74718,                 0.5498,                0.76739,                0.74609,                 0.7573,                0.49029,                 0.8341,                 1.6085,                0.72011,                 1.0606,             0.00071457,             0.00071457,             0.00071457
                    103,                0.62453,                 1.1267,                0.43686,                0.89953,                0.75124,                 0.7156,                0.72882,                0.53565,                0.76743,                0.71897,                0.74932,                0.47536,                 0.8293,                 1.5898,                 0.7162,                 1.0411,              0.0007075,              0.0007075,              0.0007075
                    104,                0.63902,                  1.163,                0.44985,                0.91053,                0.76339,                0.73235,                 0.7319,                0.53753,                0.77093,                0.73619,                0.74428,                0.47865,                0.84421,                 1.5848,                0.72176,                  1.068,             0.00070042,             0.00070042,             0.00070042
                    105,                0.63501,                 1.1567,                0.45111,                0.90429,                0.77523,                0.69773,                0.73205,                0.53452,                0.78669,                0.70638,                0.74619,                0.48181,                0.82463,                 1.5602,                0.73947,                 1.0291,             0.00069335,             0.00069335,             0.00069335
                    106,                0.62879,                 1.1409,                0.43955,                0.90743,                0.75079,                0.71549,                0.71419,                0.52732,                 0.7639,                0.72674,                0.73006,                 0.4745,                0.85992,                 1.5901,                0.76697,                  1.087,             0.00068628,             0.00068628,             0.00068628
                    107,                0.62834,                 1.1511,                0.44424,                0.90613,                0.74202,                0.72798,                0.71934,                0.53652,                0.75744,                0.74235,                0.73891,                0.47837,                0.86491,                 1.5633,                0.72301,                 1.0876,              0.0006792,              0.0006792,              0.0006792
                    108,                0.62884,                 1.1269,                0.43873,                0.90329,                0.75963,                0.72699,                0.73639,                0.54453,                 0.7704,                0.73653,                0.74986,                0.48869,                0.84348,                 1.5664,                0.73279,                 1.0669,             0.00067213,             0.00067213,             0.00067213
                    109,                0.62647,                 1.1345,                0.44015,                0.90036,                0.75477,                0.70734,                0.71418,                0.53536,                0.76002,                0.71175,                 0.7281,                0.47148,                0.84725,                 1.5345,                0.74069,                 1.0632,             0.00066506,             0.00066506,             0.00066506
                    110,                0.63251,                 1.1614,                0.44193,                0.90115,                0.75641,                 0.7181,                0.72295,                0.53193,                0.76192,                0.71906,                0.73319,                0.48135,                0.82493,                 1.6013,                0.78559,                 1.0407,             0.00065798,             0.00065798,             0.00065798
                    111,                0.62444,                 1.1464,                0.43888,                0.89957,                0.74559,                 0.7447,                0.71713,                0.53717,                0.75471,                0.75357,                0.73378,                0.48144,                0.85746,                 1.5518,                0.74033,                 1.0843,             0.00065091,             0.00065091,             0.00065091
                    112,                0.63019,                  1.132,                0.44143,                0.90135,                0.75856,                0.73362,                0.72786,                0.54019,                0.76671,                0.74198,                0.74281,                0.48631,                0.86545,                 1.6096,                0.73392,                 1.0978,             0.00064384,             0.00064384,             0.00064384
                    113,                0.62238,                 1.1418,                0.43646,                0.90095,                0.71733,                0.76084,                0.72516,                0.54441,                0.72605,                0.76788,                0.73851,                0.48481,                0.84459,                 1.5624,                0.74131,                 1.0749,             0.00063676,             0.00063676,             0.00063676
                    114,                0.62149,                  1.112,                0.43419,                0.89687,                0.70335,                0.74596,                0.70716,                0.53355,                0.71261,                0.75496,                0.72401,                0.46969,                0.86095,                 1.5371,                0.70552,                 1.1127,             0.00062969,             0.00062969,             0.00062969
                    115,                0.60964,                  1.126,                0.43181,                0.89787,                0.77463,                0.74249,                0.73353,                0.54802,                 0.7835,                0.74428,                0.74307,                0.49118,                0.85264,                 1.6202,                0.71716,                 1.0699,             0.00062262,             0.00062262,             0.00062262
                    116,                 0.6194,                 1.1149,                0.42341,                0.89474,                0.72462,                0.72877,                0.71172,                0.53417,                0.73621,                0.75317,                 0.7318,                0.48358,                0.85624,                 1.6156,                0.73284,                 1.0814,             0.00061554,             0.00061554,             0.00061554
                    117,                0.61416,                 1.1115,                0.43081,                0.89594,                0.71548,                0.74248,                 0.7221,                0.53948,                0.73108,                0.75698,                0.74898,                0.49782,                0.82555,                  1.556,                0.74185,                 1.0377,             0.00060847,             0.00060847,             0.00060847
                    118,                0.62247,                  1.124,                0.43427,                0.90134,                0.71486,                 0.7331,                0.71437,                0.52347,                0.72405,                0.74278,                0.72863,                0.47544,                0.84017,                 1.5139,                0.74183,                 1.0567,             0.00060139,             0.00060139,             0.00060139
                    119,                 0.6197,                  1.128,                0.42381,                0.89495,                0.77046,                0.71853,                0.73408,                0.54048,                0.78342,                0.73068,                0.75268,                0.49382,                0.87142,                 1.5601,                0.74268,                  1.091,             0.00059432,             0.00059432,             0.00059432
                    120,                0.62434,                 1.1211,                0.42348,                0.89881,                0.68509,                0.75134,                 0.7133,                0.53428,                 0.6922,                0.75713,                0.72734,                0.47122,                0.83701,                  1.548,                  0.741,                 1.0582,             0.00058725,             0.00058725,             0.00058725
                    121,                0.60269,                 1.0977,                0.42056,                0.89212,                 0.7722,                0.68446,                0.71123,                0.52883,                0.73325,                0.74642,                0.72489,                0.47087,                0.85731,                 1.5671,                0.75828,                 1.0843,             0.00058017,             0.00058017,             0.00058017
                    122,                0.61922,                 1.1111,                 0.4188,                0.89595,                0.70834,                0.73089,                0.72145,                0.53684,                0.71231,                  0.751,                0.73791,                0.48847,                0.85924,                 1.6146,                0.76059,                 1.0986,              0.0005731,              0.0005731,              0.0005731
                    123,                0.60263,                    1.1,                0.41909,                0.88765,                 0.7307,                0.72349,                0.69825,                0.51082,                0.74055,                0.71265,                0.69515,                0.45075,                0.82601,                 1.6167,                0.78388,                 1.0359,             0.00056603,             0.00056603,             0.00056603
                    124,                0.60371,                  1.099,                0.41612,                0.89227,                0.69413,                0.73408,                0.72398,                0.54025,                0.71726,                0.73058,                0.73478,                0.48658,                0.83264,                 1.5778,                0.71247,                 1.0449,             0.00055895,             0.00055895,             0.00055895
                    125,                0.61172,                 1.1359,                0.41227,                0.89618,                0.72451,                0.72685,                0.70945,                0.52686,                0.74398,                0.72124,                 0.7183,                0.47744,                0.84896,                 1.6017,                 0.7448,                 1.0533,             0.00055188,             0.00055188,             0.00055188
                    126,                 0.6087,                 1.1107,                0.41705,                0.88562,                0.75026,                0.74374,                0.72522,                0.53668,                0.74338,                0.73263,                 0.7302,                  0.479,                0.84359,                 1.5621,                0.74614,                 1.0642,             0.00054481,             0.00054481,             0.00054481
                    127,                0.60477,                 1.0866,                0.41154,                0.89482,                0.72291,                0.73248,                0.70947,                0.51623,                0.73056,                0.73906,                0.72798,                0.46019,                0.87012,                 1.6097,                0.74982,                 1.0941,             0.00053773,             0.00053773,             0.00053773
