                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    103,                 0.9789,                 1.9867,                0.79284,                 1.1231,                0.76723,                0.53742,                0.64799,                0.48597,                0.77746,                0.54733,                0.65601,                0.42329,                0.87049,                 1.6508,                0.86176,                 1.1391,             0.00071457,             0.00071457,             0.00071457
                    104,                0.98681,                 1.9448,                0.79199,                 1.1382,                0.65589,                0.57585,                0.62275,                0.46815,                0.66139,                0.58226,                0.63491,                0.42583,                0.86925,                 1.6916,                0.88024,                  1.122,              0.0007075,              0.0007075,              0.0007075
                    105,                0.93118,                 1.8739,                0.75781,                  1.113,                0.63827,                0.61449,                0.61162,                0.43278,                0.64512,                0.61524,                0.62354,                0.40219,                0.87725,                 1.6707,                0.87931,                 1.1068,             0.00070042,             0.00070042,             0.00070042
                    106,                0.91955,                  1.945,                0.73193,                 1.0958,                0.68729,                0.60754,                0.62695,                0.46646,                0.69534,                0.61567,                0.63143,                0.39358,                0.86505,                 1.7119,                0.87329,                 1.0859,             0.00069335,             0.00069335,             0.00069335
                    107,                 0.9124,                 1.8572,                 0.7431,                 1.0959,                0.61745,                0.67027,                0.63817,                0.45061,                0.63611,                0.65947,                0.64208,                0.39979,                0.86251,                 1.6722,                0.84592,                 1.1091,             0.00068628,             0.00068628,             0.00068628
                    108,                0.96824,                 1.8683,                0.73147,                 1.1406,                0.51519,                0.66829,                0.51985,                0.35155,                 0.5197,                0.67684,                0.52515,                0.30548,                0.89491,                 1.7631,                 1.0395,                 1.1203,              0.0006792,              0.0006792,              0.0006792
                    109,                0.92253,                 1.8593,                0.74411,                 1.0929,                0.72632,                0.64853,                 0.6508,                0.46582,                 0.7314,                0.65433,                0.65188,                0.40433,                0.85215,                 1.6479,                0.83468,                 1.0941,             0.00067213,             0.00067213,             0.00067213
                    110,                0.94003,                 1.8875,                 0.7231,                 1.0982,                0.59594,                0.62078,                0.62676,                0.45572,                0.60104,                 0.6276,                0.63469,                0.39571,                0.87192,                 1.7108,                0.85441,                 1.1114,             0.00066506,             0.00066506,             0.00066506
                    111,                0.90109,                 1.8962,                0.72427,                  1.108,                0.75501,                0.54448,                0.65072,                0.46921,                0.66995,                0.59683,                0.66285,                0.41365,                0.87339,                 1.6602,                0.83327,                 1.1238,             0.00065798,             0.00065798,             0.00065798
                    112,                0.93596,                 1.8885,                0.73093,                 1.1192,                0.59754,                0.61199,                0.57119,                0.42153,                 0.6074,                0.62053,                0.57617,                0.34469,                    nan,                    nan,                    nan,                    nan,             0.00065091,             0.00065091,             0.00065091
                    113,                0.91484,                 1.8587,                0.72903,                 1.1033,                0.61673,                0.61716,                0.62121,                0.46172,                0.61678,                0.66324,                0.62475,                0.38111,                0.86335,                 1.6691,                0.81489,                   1.11,             0.00064384,             0.00064384,             0.00064384
                    114,                0.90421,                 1.8563,                0.70532,                 1.0893,                0.55122,                 0.6756,                0.59891,                0.44287,                0.54482,                  0.669,                0.58078,                0.37645,                0.84474,                 1.6398,                0.85619,                 1.0934,             0.00063676,             0.00063676,             0.00063676
                    115,                0.91589,                 1.8815,                0.71134,                 1.0883,                0.52432,                0.65529,                 0.5663,                0.42982,                0.52954,                0.66091,                0.57328,                0.36311,                0.85432,                 1.6774,                0.85901,                 1.1024,             0.00062969,             0.00062969,             0.00062969
                    116,                0.90466,                 1.7955,                0.69469,                  1.082,                0.57856,                0.53908,                0.51111,                0.37813,                0.58363,                0.54442,                0.51722,                 0.3265,                 0.8713,                 1.7646,                0.99088,                 1.1151,             0.00062262,             0.00062262,             0.00062262
                    117,                0.87865,                 1.7887,                0.66748,                 1.0772,                0.54948,                 0.6726,                0.56793,                0.42203,                0.55764,                0.67648,                0.59157,                0.36627,                0.83278,                  1.608,                0.85809,                 1.0829,             0.00061554,             0.00061554,             0.00061554
                    118,                0.90005,                 1.8269,                0.70071,                 1.0783,                 0.6889,                0.58829,                0.60519,                0.42675,                0.65815,                0.56585,                0.60166,                0.37876,                0.87798,                 1.8007,                0.85216,                  1.108,             0.00060847,             0.00060847,             0.00060847
                    119,                0.91904,                 1.8116,                 0.6997,                 1.0893,                0.73178,                0.53555,                 0.5949,                0.42325,                0.70607,                0.52059,                0.59487,                0.37668,                0.87254,                 1.6639,                0.89444,                 1.1134,             0.00060139,             0.00060139,             0.00060139
                    120,                0.91569,                 1.8228,                0.70541,                  1.082,                0.58929,                0.64884,                0.63735,                0.44655,                0.74554,                0.54303,                0.64879,                0.39152,                0.85048,                 1.6569,                0.84073,                 1.0989,             0.00059432,             0.00059432,             0.00059432
                    121,                0.87871,                 1.7825,                 0.6966,                 1.0569,                0.70763,                0.65877,                0.64816,                0.46559,                0.82413,                0.55838,                 0.6438,                0.39029,                 0.8484,                 1.6672,                0.83891,                 1.0977,             0.00058725,             0.00058725,             0.00058725
                    122,                0.89326,                 1.7998,                0.68428,                 1.0891,                  0.688,                0.62346,                0.67466,                0.50685,                 0.6967,                0.63073,                0.68285,                0.42586,                0.85666,                  1.685,                0.82478,                    1.1,             0.00058017,             0.00058017,             0.00058017
                    123,                 0.8859,                 1.7925,                0.67597,                 1.0679,                0.66927,                 0.5746,                0.63131,                0.46261,                0.64794,                0.55871,                0.61505,                0.38407,                 0.8558,                 1.6941,                0.84912,                 1.0938,              0.0005731,              0.0005731,              0.0005731
                    124,                0.87235,                  1.804,                0.68787,                 1.0726,                0.80338,                 0.5981,                  0.687,                0.52053,                0.81498,                0.60771,                0.69907,                 0.4261,                0.88036,                 1.7032,                0.84503,                 1.1131,             0.00056603,             0.00056603,             0.00056603
                    125,                0.87931,                 1.8446,                0.69706,                 1.0815,                0.76723,                0.57534,                0.66927,                0.49852,                0.75632,                0.56927,                0.64154,                0.41654,                0.86049,                 1.7071,                0.86034,                 1.1108,             0.00055895,             0.00055895,             0.00055895
                    126,                0.88005,                 1.8062,                0.67512,                 1.0738,                0.55542,                0.60266,                0.45972,                0.32722,                0.54208,                0.59938,                0.44174,                0.26247,                0.86767,                 3.9086,                 4.1459,                 1.1495,             0.00055188,             0.00055188,             0.00055188
                    127,                0.85985,                 1.7714,                0.66561,                 1.0647,                 0.8186,                0.59142,                0.70979,                0.52533,                0.82983,                0.59975,                0.71023,                0.44023,                0.88261,                 1.7447,                0.85528,                 1.1298,             0.00054481,             0.00054481,             0.00054481
                    128,                0.88858,                 1.7968,                0.67277,                 1.0726,                0.68831,                0.51243,                0.45171,                0.33845,                0.69178,                0.51884,                 0.4557,                0.28611,                0.89904,                 5.5393,                 6.1797,                 1.1771,             0.00053773,             0.00053773,             0.00053773
                    129,                0.88865,                 1.8214,                0.68856,                 1.0759,                0.69786,                0.62047,                0.66678,                0.49463,                0.70497,                0.62795,                0.67741,                0.42225,                0.84432,                 1.7011,                 0.8379,                  1.112,             0.00053066,             0.00053066,             0.00053066
                    130,                0.87059,                 1.8153,                0.67133,                 1.0735,                0.66326,                0.54235,                0.66139,                0.49434,                0.67228,                0.54844,                0.66941,                0.42265,                0.84181,                  1.673,                0.84997,                 1.0951,             0.00052359,             0.00052359,             0.00052359
                    131,                0.90732,                 1.8529,                0.69628,                 1.0989,                0.57892,                0.64229,                0.63925,                0.48011,                0.56835,                0.63484,                0.63107,                0.41988,                0.84724,                 1.6696,                0.85981,                 1.0899,             0.00051651,             0.00051651,             0.00051651
                    132,                0.83945,                 1.7166,                0.63426,                 1.0569,                0.61746,                0.57767,                 0.6337,                0.47969,                0.68825,                0.52683,                0.62657,                 0.4099,                 0.8705,                 1.7237,                0.87103,                 1.1183,             0.00050944,             0.00050944,             0.00050944
                    133,                0.85251,                 1.7862,                  0.642,                 1.0633,                0.56734,                0.51513,                0.55871,                0.42498,                0.57146,                0.52008,                0.56421,                0.37566,                0.89042,                 2.2397,                0.96664,                 1.1342,             0.00050236,             0.00050236,             0.00050236
                    134,                0.88304,                 1.7416,                0.64895,                  1.065,                0.63547,                0.65581,                0.63286,                0.46268,                0.63947,                0.66008,                0.63876,                0.41282,                0.88699,                 1.7292,                0.84352,                 1.1135,             0.00049529,             0.00049529,             0.00049529
                    135,                0.84559,                 1.7245,                0.66172,                 1.0544,                0.71596,                0.61131,                0.66288,                0.47189,                0.72435,                0.61878,                0.67055,                0.43337,                0.86378,                 1.7442,                0.83078,                 1.1101,             0.00048822,             0.00048822,             0.00048822
                    136,                0.86655,                  1.754,                0.64126,                  1.058,                0.68737,                0.49903,                0.60416,                0.45374,                0.69589,                0.50758,                0.61341,                0.37324,                0.85957,                 1.7266,                0.86125,                 1.0943,             0.00048114,             0.00048114,             0.00048114
                    137,                0.82013,                 1.6887,                0.65904,                 1.0608,                0.74836,                0.51525,                0.63038,                0.47046,                0.74645,                0.52558,                0.63728,                0.40087,                0.85519,                 1.7071,                0.86027,                 1.1039,             0.00047407,             0.00047407,             0.00047407
                    138,                0.83135,                 1.6986,                0.64877,                 1.0584,                 0.6871,                0.55461,                0.60601,                0.44629,                0.69742,                0.56422,                0.61437,                0.37953,                 0.8767,                 1.7456,                0.85757,                  1.114,               0.000467,               0.000467,               0.000467
                    139,                0.85215,                 1.7162,                0.64942,                 1.0679,                0.61525,                0.59685,                0.60722,                0.44689,                0.70223,                0.56906,                0.62692,                0.39177,                 0.8537,                 1.7693,                0.83456,                 1.1026,             0.00045992,             0.00045992,             0.00045992
                    140,                0.83737,                 1.7355,                0.64707,                 1.0619,                0.73403,                0.45309,                0.54657,                0.42359,                0.74452,                0.46164,                0.55776,                0.36323,                0.88331,                 1.9055,                0.94012,                 1.1191,             0.00045285,             0.00045285,             0.00045285
                    141,                0.83844,                 1.7333,                 0.6456,                 1.0604,                0.72523,                0.53921,                0.61352,                0.46674,                0.73469,                0.52157,                0.61824,                 0.3881,                0.84659,                 1.7065,                0.84563,                 1.1135,             0.00044578,             0.00044578,             0.00044578
                    142,                0.82946,                 1.7172,                0.60966,                 1.0334,                0.58858,                0.63889,                0.57905,                0.42561,                0.57828,                  0.669,                 0.5712,                0.33311,                0.88471,                 1.7771,                0.84634,                 1.1249,              0.0004387,              0.0004387,              0.0004387
                    143,                0.83942,                  1.704,                0.64455,                 1.0643,                0.56353,                0.64762,                0.60361,                0.44664,                0.57028,                0.65595,                0.61308,                0.37059,                0.86778,                 1.7202,                0.85162,                 1.1068,             0.00043163,             0.00043163,             0.00043163
                    144,                0.84916,                  1.752,                0.62737,                 1.0595,                0.73179,                0.62356,                0.65383,                0.49048,                0.73904,                0.63118,                0.66385,                0.40727,                0.86276,                 1.7645,                0.84246,                 1.1131,             0.00042456,             0.00042456,             0.00042456
                    145,                0.83012,                 1.7202,                0.64513,                 1.0562,                0.65536,                0.69478,                0.64404,                0.48759,                0.65841,                0.69818,                0.64506,                0.38822,                0.85028,                 1.7526,                0.83653,                 1.1163,             0.00041748,             0.00041748,             0.00041748
                    146,                0.87437,                 1.7606,                0.64411,                 1.0549,                0.71433,                0.58596,                0.65184,                0.49336,                0.66679,                0.61596,                0.65497,                0.40887,                0.89052,                 1.7473,                0.85481,                 1.1372,             0.00041041,             0.00041041,             0.00041041
                    147,                0.82671,                  1.708,                0.62453,                 1.0444,                 0.7357,                0.58802,                0.69375,                0.53376,                0.75478,                0.59272,                0.70663,                0.43654,                0.86097,                  1.719,                0.81968,                 1.1084,             0.00040334,             0.00040334,             0.00040334
                    148,                0.82575,                 1.6821,                0.61068,                 1.0475,                0.78526,                0.59352,                0.70061,                0.54126,                0.79357,                0.60038,                0.70992,                0.45529,                0.82903,                 1.7356,                0.81492,                 1.1082,             0.00039626,             0.00039626,             0.00039626
                    149,                0.83029,                 1.6878,                 0.6324,                 1.0437,                0.69883,                0.59275,                0.66241,                0.50925,                0.73206,                0.58028,                  0.665,                0.42128,                0.89852,                 1.8284,                0.86377,                 1.1535,             0.00038919,             0.00038919,             0.00038919
                    150,                0.80083,                 1.6652,                0.61216,                 1.0224,                0.68814,                0.72873,                0.69558,                0.52709,                0.69455,                0.73389,                0.70355,                 0.4492,                0.85709,                 1.7276,                 0.8009,                 1.1219,             0.00038211,             0.00038211,             0.00038211
                    151,                0.82319,                 1.6638,                0.61694,                 1.0416,                0.72351,                0.61527,                0.69423,                0.53699,                0.71304,                0.62413,                0.70037,                0.46377,                0.85203,                 1.6961,                0.82902,                 1.1234,             0.00037504,             0.00037504,             0.00037504
                    152,                 0.8248,                 1.6506,                 0.6036,                 1.0354,                0.63425,                0.62626,                0.62851,                0.46296,                0.64368,                0.63374,                0.64302,                0.40911,                0.86198,                 1.6698,                0.89543,                 1.1328,             0.00036797,             0.00036797,             0.00036797
                    153,                0.81081,                 1.6859,                0.61481,                 1.0322,                0.75339,                0.62824,                0.66263,                0.50244,                0.76549,                0.63676,                0.67579,                0.43287,                0.84645,                  1.678,                0.82684,                 1.1138,             0.00036089,             0.00036089,             0.00036089
                    154,                0.80563,                 1.6585,                 0.6124,                 1.0485,                0.60097,                0.62519,                0.59604,                0.45271,                0.60409,                0.62964,                0.60124,                0.38174,                0.83167,                 1.6908,                 1.4666,                 1.1062,             0.00035382,             0.00035382,             0.00035382
                    155,                0.79832,                 1.6746,                0.60379,                 1.0301,                 0.6493,                0.62481,                 0.6422,                0.49548,                0.63841,                0.61846,                0.64906,                0.41147,                0.85365,                 1.7211,                0.83964,                 1.1159,             0.00034675,             0.00034675,             0.00034675
                    156,                0.79515,                 1.6132,                0.58266,                 1.0358,                0.75475,                0.57974,                0.65473,                0.49741,                0.76152,                0.58722,                0.66892,                0.42687,                0.84069,                 1.7174,                0.84877,                 1.1018,             0.00033967,             0.00033967,             0.00033967
                    157,                0.77097,                 1.6267,                 0.5834,                 1.0214,                0.78549,                0.58935,                0.66257,                0.51093,                0.79853,                0.59491,                0.67496,                0.43975,                0.84509,                 1.7056,                0.87379,                 1.0983,              0.0003326,              0.0003326,              0.0003326
                    158,                0.78201,                 1.5942,                0.58917,                 1.0273,                0.81692,                0.60902,                0.71284,                0.54954,                0.82199,                0.61579,                0.71534,                0.46608,                0.83032,                 1.7096,                0.84801,                 1.1134,             0.00032553,             0.00032553,             0.00032553
                    159,                 0.7975,                 1.6354,                0.60553,                  1.023,                0.81183,                0.64551,                0.71692,                0.53799,                0.81878,                0.65192,                0.73186,                0.46464,                0.83686,                 1.7231,                0.82295,                 1.1091,             0.00031845,             0.00031845,             0.00031845
                    160,                0.78684,                 1.5631,                0.69649,                 1.0185,                  0.754,                0.66236,                0.70539,                0.53823,                0.76077,                0.66824,                0.71332,                0.45023,                0.86274,                 1.7353,                0.84843,                 1.1217,             0.00031138,             0.00031138,             0.00031138
                    161,                0.79469,                 1.6173,                0.57581,                 1.0308,                0.60377,                0.65637,                 0.5441,                0.40812,                0.60692,                0.66171,                0.54168,                0.33099,                0.89636,                 1.8795,                 1.3318,                 1.1539,             0.00030431,             0.00030431,             0.00030431
                    162,                0.80228,                   1.64,                0.58422,                 1.0346,                0.84275,                0.61569,                0.71183,                0.55215,                0.84902,                0.62432,                0.71266,                0.45939,                0.84865,                 1.6795,                0.82071,                 1.1146,             0.00029723,             0.00029723,             0.00029723
                    163,                0.78483,                 1.6249,                0.59823,                 1.0348,                0.72315,                0.63156,                 0.7052,                0.54057,                0.67278,                0.67041,                 0.7115,                0.45054,                0.84769,                 1.7534,                0.80823,                  1.111,             0.00029016,             0.00029016,             0.00029016
                    164,                0.82171,                 1.6906,                 0.6131,                 1.0442,                0.75473,                0.58333,                0.67296,                0.52143,                0.76302,                0.59147,                0.68426,                0.43683,                0.85382,                 1.7359,                0.81986,                 1.1156,             0.00028308,             0.00028308,             0.00028308
                    165,                0.76256,                 1.6014,                0.58615,                 1.0258,                0.55067,                0.65685,                0.50846,                0.38928,                0.55431,                0.66548,                0.51299,                0.33314,                0.89279,                 4.3108,                 7.0632,                 1.1808,             0.00027601,             0.00027601,             0.00027601
                    166,                0.78925,                 1.6443,                0.58995,                 1.0348,                0.55626,                0.64208,                0.51692,                 0.3805,                 0.5609,                0.65053,                0.52067,                0.31995,                0.85924,                 2.1496,                 1.8837,                 1.1161,             0.00026894,             0.00026894,             0.00026894
                    167,                0.78228,                 1.6611,                0.58674,                 1.0298,                0.73288,                0.57596,                0.66027,                0.50411,                0.75041,                0.58615,                0.66409,                0.42834,                0.83055,                  1.754,                 0.8071,                 1.1059,             0.00026186,             0.00026186,             0.00026186
                    168,                0.75961,                 1.5771,                0.57837,                 1.0185,                0.71865,                0.65222,                0.67372,                0.50139,                0.77437,                0.65778,                0.70473,                0.42997,                0.83441,                 1.8394,                0.81689,                 1.1037,             0.00025479,             0.00025479,             0.00025479
                    169,                0.77364,                 1.6161,                0.56554,                 1.0105,                0.79341,                  0.605,                0.72067,                0.52688,                0.80634,                0.61461,                0.73398,                0.45789,                0.83596,                 1.7462,                0.81359,                 1.0983,             0.00024772,             0.00024772,             0.00024772
                    170,                0.75718,                 1.5857,                0.56235,                 1.0098,                0.50609,                0.57887,                0.45461,                0.33024,                0.51286,                0.59165,                0.45989,                0.27783,                0.87957,                 2.2784,                   2.17,                 1.1485,             0.00024064,             0.00024064,             0.00024064
                    171,                0.77121,                 1.5629,                0.55142,                 1.0149,                0.75427,                0.64481,                0.69385,                0.53123,                0.76538,                0.65443,                0.70411,                0.46447,                0.84118,                 1.7544,                0.82955,                 1.1107,             0.00023357,             0.00023357,             0.00023357
                    172,                 0.7621,                 1.5823,                 0.5698,                 1.0055,                0.76221,                0.67492,                0.68421,                 0.5348,                0.77105,                0.68347,                0.69285,                0.45656,                0.83979,                 1.7874,                0.82673,                 1.1066,              0.0002265,              0.0002265,              0.0002265
                    173,                0.75984,                 1.5509,                0.55708,                 1.0096,                0.75802,                0.59421,                0.66442,                0.52336,                0.75112,                0.60169,                0.67088,                0.44384,                0.82748,                 1.7554,                0.83861,                 1.0932,             0.00021942,             0.00021942,             0.00021942
                    174,                0.76019,                 1.5841,                0.55887,                 1.0175,                0.72998,                0.64981,                0.70657,                0.54257,                0.73869,                0.65836,                  0.718,                0.46369,                0.83349,                  1.719,                 0.8089,                 1.1016,             0.00021235,             0.00021235,             0.00021235
                    175,                0.71873,                 1.5104,                0.53603,                 1.0006,                0.77146,                0.62642,                0.69258,                0.53752,                0.78377,                0.63817,                0.70719,                 0.4551,                 0.8197,                 1.7504,                0.80859,                 1.0896,             0.00020528,             0.00020528,             0.00020528
                    176,                0.75407,                 1.5557,                 0.5493,                 1.0037,                0.80351,                0.60571,                0.67934,                 0.5167,                0.81483,                0.61612,                0.69189,                0.44211,                 0.8428,                 1.7377,                0.82891,                 1.1124,              0.0001982,              0.0001982,              0.0001982
                    177,                0.72958,                 1.5252,                0.53912,                0.99331,                0.82333,                0.60047,                0.69411,                0.51003,                  0.806,                0.58112,                0.69843,                0.44128,                0.85227,                 1.7437,                0.84237,                 1.1115,             0.00019113,             0.00019113,             0.00019113
                    178,                0.74319,                 1.5439,                0.55791,                 1.0154,                0.86603,                0.59789,                0.70778,                 0.5268,                0.87851,                0.60702,                0.71963,                 0.4739,                0.82974,                 1.7317,                0.83984,                 1.1051,             0.00018406,             0.00018406,             0.00018406
                    179,                0.74719,                 1.5848,                0.55048,                 1.0259,                0.79922,                0.56955,                0.68569,                0.51825,                0.80779,                0.57821,                0.69963,                0.45123,                0.82578,                 1.7194,                0.82949,                 1.1057,             0.00017698,             0.00017698,             0.00017698
                    180,                 0.7234,                 1.5458,                0.52842,                 1.0002,                0.73469,                0.60982,                0.67211,                0.50985,                0.76998,                0.63324,                0.71592,                0.44012,                0.82778,                 1.7439,                0.82158,                 1.1096,             0.00016991,             0.00016991,             0.00016991
                    181,                0.72029,                 1.5315,                0.54833,                0.98639,                0.72899,                0.63267,                0.68816,                0.50849,                0.73975,                0.64229,                0.69885,                0.44206,                0.84278,                 1.7189,                0.83634,                  1.116,             0.00016283,             0.00016283,             0.00016283
                    182,                0.72556,                 1.4994,                0.52796,                0.99663,                 0.7201,                0.64106,                0.69837,                0.53633,                0.72864,                0.64854,                0.70826,                0.45599,                0.83672,                 1.7103,                0.81701,                 1.1084,             0.00015576,             0.00015576,             0.00015576
                    183,                0.73072,                 1.5408,                0.53951,                 0.9953,                0.50437,                0.39384,                0.41027,                0.31462,                0.50157,                0.38296,                0.40805,                0.24483,                0.94247,                 2.1203,                 1.2128,                 1.1762,             0.00014869,             0.00014869,             0.00014869
                    184,                0.71123,                 1.4855,                0.54224,                0.99402,                0.74452,                0.66171,                0.72072,                0.55737,                0.75589,                 0.6724,                0.73328,                 0.4721,                0.82555,                 1.7079,                0.80268,                 1.1013,             0.00014161,             0.00014161,             0.00014161
                    185,                0.70375,                 1.5041,                0.51499,                0.99109,                0.75486,                0.66013,                0.72178,                0.54231,                0.76608,                0.67081,                 0.7339,                0.46559,                 0.8207,                  1.764,                0.79321,                 1.1032,             0.00013454,             0.00013454,             0.00013454
                    186,                0.72835,                 1.5414,                0.52992,                0.99727,                0.63262,                  0.672,                0.70242,                0.53568,                0.62402,                0.69363,                0.71159,                0.46417,                0.83669,                   1.73,                0.82861,                 1.1076,             0.00012747,             0.00012747,             0.00012747
                    187,                0.75333,                 1.5321,                0.54629,                0.99925,                0.77445,                0.54545,                0.67693,                0.52739,                 0.8068,                0.56716,                0.70891,                0.44743,                0.83154,                 1.6996,                0.82598,                 1.1166,             0.00012039,             0.00012039,             0.00012039
                    188,                 0.7248,                 1.4996,                0.57862,                 1.0072,                0.66214,                0.62374,                0.63334,                0.49346,                 0.6993,                 0.6472,                0.66823,                0.43017,                0.85699,                 1.8226,                0.89453,                 1.1454,             0.00011332,             0.00011332,             0.00011332
                    189,                0.72229,                 1.4986,                0.50782,                0.98666,                0.64875,                 0.5135,                0.50209,                0.38733,                0.65107,                0.51777,                0.50593,                0.33395,                0.89898,                 2.0159,                 1.8017,                 1.1825,             0.00010625,             0.00010625,             0.00010625
                    190,                0.71027,                 1.4847,                0.52684,                0.98595,                 0.6118,                0.58565,                0.52818,                0.39524,                0.61682,                0.59312,                0.53573,                0.33937,                0.83554,                 1.9903,                0.98999,                 1.1241,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.72366,                 1.4805,                0.54759,                 1.0035,                0.78881,                0.60188,                0.70476,                0.52627,                0.76304,                0.58372,                0.68908,                 0.4419,                0.81701,                 1.7417,                0.80291,                 1.1198,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.72413,                 1.4673,                0.54925,                 1.0037,                0.64315,                0.61063,                0.66922,                0.52266,                0.58537,                0.66661,                0.66125,                0.43606,                0.83057,                 1.7446,                0.87842,                 1.1319,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.71669,                 1.4667,                0.52194,                0.99692,                0.68361,                0.61039,                0.67728,                0.52688,                0.65293,                 0.6413,                 0.6761,                0.44089,                0.83088,                 1.7539,                0.83608,                 1.1378,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                0.71301,                 1.4604,                0.52708,                0.98391,                0.68233,                 0.5874,                0.67423,                0.52315,                0.59314,                0.66958,                0.67186,                0.43746,                0.82285,                 1.7358,                0.83067,                 1.1169,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.67634,                 1.4095,                 0.4995,                0.97436,                0.70692,                0.58948,                0.64554,                0.48485,                0.71822,                 0.5991,                0.65857,                0.41576,                0.84846,                 1.7907,                0.85051,                 1.1313,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.68962,                 1.4322,                0.49002,                0.96591,                0.74393,                0.60318,                0.67787,                0.52502,                0.72221,                0.58619,                0.67335,                  0.427,                0.80999,                 1.7616,                0.80504,                  1.097,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.68316,                 1.4192,                0.50217,                0.97989,                0.72756,                0.59884,                0.61263,                0.46895,                0.73354,                0.57925,                0.61457,                0.37959,                0.83663,                 1.8191,                 1.2349,                 1.1567,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.70336,                 1.4011,                0.50942,                0.98622,                0.69314,                0.55667,                0.61022,                 0.4693,                0.70162,                 0.5622,                0.62127,                 0.3967,                    nan,                    nan,                    nan,                    nan,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.68454,                 1.3824,                0.49959,                0.96647,                0.78125,                0.56892,                0.64466,                0.49979,                0.78749,                0.57669,                0.65614,                0.41972,                0.81827,                 1.7383,                0.81756,                 1.1081,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                0.66936,                 1.3919,                0.49515,                0.97011,                0.62193,                  0.635,                0.64742,                0.50298,                0.64575,                0.65763,                0.68228,                0.42698,                0.81873,                 1.7409,                0.81661,                 1.1052,             2.8437e-05,             2.8437e-05,             2.8437e-05
